id,imdb_rating,imdb_votes,rotten_tomatoes_score,metacritic_score,awards,writer,rated,country
283366,6.7,203575.0,65.0,57.0,2 wins & 12 nominations total,"Ransom Riggs, Jane Goldman",PG-13,"United States, United Kingdom, Belgium, Canada"
10200,5.5,183809.0,21.0,40.0,2 wins & 5 nominations total,"David Scarpa, Edmund H. North",PG-13,"United States, Canada"
21575,7.8,105599.0,96.0,90.0,Nominated for 1 Oscar. 52 wins & 57 nominations total,"Thomas Bidegain, Jacques Audiard, Abdel Raouf Dafri",R,"France, Italy"
184315,6.0,169029.0,58.0,47.0,2 nominations total,"Ryan J. Condal, Evan Spiliotopoulos, Steve Moore",PG-13,"Hungary, United States"
445571,6.9,268725.0,85.0,66.0,4 wins & 22 nominations total,Mark Perez,R,United States
116149,7.3,150160.0,97.0,77.0,Nominated for 2 BAFTA 3 wins & 7 nominations total,"Paul King, Hamish McColl, Michael Bond",PG,"United Kingdom, France, Costa Rica"
1040148,5.7,12993.0,65.0,50.0,1 win & 3 nominations total,"Pam Brady, Brian C. Brown, Elliott DiGuiseppi",PG,United States
228326,7.2,81652.0,82.0,67.0,3 wins & 29 nominations total,"Jorge R. Gutiérrez, Doug Langdale",PG,"United States, Mexico"
458723,6.8,373001.0,93.0,81.0,85 wins & 133 nominations total,Jordan Peele,R,"China, Japan, United States"
118340,8.0,1332210.0,92.0,76.0,Nominated for 2 Oscars. 52 wins & 103 nominations total,"James Gunn, Nicole Perlman, Dan Abnett",PG-13,"United States, United Kingdom"
361292,6.7,100858.0,65.0,64.0,28 wins & 75 nominations total,"Dario Argento, Daria Nicolodi, David Kajganich",R,"Italy, United States"
2164,7.0,214941.0,54.0,42.0,6 wins & 6 nominations total,"Dean Devlin, Roland Emmerich",PG-13,"France, United States"
73,8.5,1243261.0,84.0,62.0,Nominated for 1 Oscar. 4 wins & 15 nominations total,David McKenna,R,United States
744275,4.8,23262.0,8.0,,1 nomination total,"Anna Todd, Sharon Soboil",R,"United States, Bulgaria"
9982,5.7,105928.0,36.0,48.0,4 wins & 15 nominations total,"Mark Dindal, Mark Kennedy, Steve Bencich",G,United States
1267,6.8,118361.0,68.0,61.0,1 win & 10 nominations total,"Jon Bernstein, Michelle Bochner Spitz, Don Hall",G,United States
50544,6.5,412672.0,69.0,63.0,1 win & 5 nominations total,"Keith Merryman, David A. Newman, Will Gluck",R,United States
1102493,6.7,29860.0,94.0,82.0,4 wins & 11 nominations total,"Enda Walsh, Claire Keegan",PG-13,"Ireland, Belgium, United States"
87421,6.4,183465.0,58.0,49.0,2 nominations total,"David Twohy, Jim Wheat, Ken Wheat",R,"Canada, United States"
943,6.7,185372.0,60.0,40.0,3 wins & 4 nominations total,"Jeffrey Boam, Robert Mark Kamen, Shane Black",R,United States
13836,5.7,64902.0,41.0,52.0,1 win & 1 nomination total,"Matt Lopez, Mark Bomback, Alexander Key",PG,United States
4982,7.8,476397.0,81.0,76.0,Nominated for 2 Oscars. 12 wins & 38 nominations total,"Steven Zaillian, Mark Jacobson",R,"United Kingdom, United States"
581,8.0,301781.0,87.0,72.0,Won 7 Oscars. 55 wins & 40 nominations total,Michael Blake,PG-13,"United States, United Kingdom"
565310,7.5,72726.0,97.0,89.0,Nominated for 1 BAFTA Award37 wins & 194 nominations total,Lulu Wang,PG,"United States, China"
324852,6.3,172871.0,58.0,49.0,33 nominations total,"Cinco Paul, Ken Daurio",PG,"United States, France"
381289,7.3,84042.0,35.0,43.0,3 nominations total,"W. Bruce Cameron, Cathryn Michon, Audrey Wells",PG,"United States, India"
4133,7.5,283921.0,56.0,52.0,3 wins & 9 nominations total,"Bruce Porter, David McKenna, Nick Cassavetes",R,United States
381288,,,,,N/A,N/A,N/A,United States
49797,7.8,158061.0,83.0,67.0,18 wins & 19 nominations total,"Park Hoon-jung, Kim Jee-woon",Not Rated,South Korea
241259,6.2,131108.0,29.0,34.0,4 wins & 20 nominations total,"Linda Woolverton, Lewis Carroll",PG,"United States, Thailand, United Kingdom, India, Canada"
12244,7.0,153689.0,57.0,60.0,9 nominations total,"Pamela Pettler, Shane Acker, Ben Gluck",PG-13,"United States, Canada, Luxembourg, United Kingdom, Russia"
10096,6.3,238189.0,65.0,57.0,11 nominations total,"Josh Goldsmith, Cathy Yuspa",PG-13,United States
3176,7.5,202164.0,90.0,81.0,7 wins & 8 nominations total,"Koushun Takami, Kenta Fukasaku",Not Rated,Japan
522162,6.7,101830.0,42.0,47.0,1 nomination total,Wes Tooke,PG-13,"United States, Canada, China, Hong Kong"
72570,6.8,209734.0,30.0,43.0,3 wins & 14 nominations total,"Abby Kohn, Marc Silverstein, Jason Katims",PG-13,"United States, Australia, France, Canada, Germany, Brazil, United Kingdom, China"
23629,6.1,258457.0,22.0,33.0,1 win & 11 nominations total,"Zack Snyder, Steve Shibuya",PG-13,"United States, Canada"
1023922,6.2,77642.0,73.0,64.0,8 nominations total,Ti West,R,"United States, United Kingdom, New Zealand"
9836,6.4,208365.0,76.0,77.0,Won 1 Oscar. 20 wins & 26 nominations total,"George Miller, John Collee, Judy Morris",PG,"United States, Australia"
454640,6.4,39641.0,72.0,60.0,1 win & 3 nominations total,"Peter Ackerman, Eyal Podell, Jonathon E. Stewart",PG,"Finland, United States, Australia, Canada, United Kingdom"
755,7.2,358974.0,66.0,48.0,7 wins & 13 nominations total,"Robert Kurtzman, Quentin Tarantino",R,"United States, Mexico"
11621,7.7,111926.0,96.0,83.0,4 wins total,Hayao Miyazaki,PG,Japan
7445,7.1,164874.0,63.0,58.0,4 wins & 16 nominations total,"David Benioff, Susanne Bier, Anders Thomas Jensen",R,United States
33909,6.2,108713.0,54.0,59.0,1 win & 4 nominations total,"Allan Loeb, Stephen Schiff, Stanley Weiser",PG-13,United States
238713,7.0,270173.0,94.0,75.0,6 wins & 31 nominations total,Paul Feig,R,United States
8960,6.4,529727.0,42.0,49.0,4 wins & 14 nominations total,"Vy Vincent Ngo, Vince Gilligan",R,United States
348350,6.9,399764.0,69.0,62.0,Nominated for 1 Oscar. 6 wins & 26 nominations total,"Jonathan Kasdan, Lawrence Kasdan, George Lucas",PG-13,United States
337401,5.8,165234.0,72.0,66.0,Nominated for 2 Oscars. 11 wins & 42 nominations total,"Rick Jaffa, Amanda Silver, Lauren Hynek",PG-13,"United States, China"
589018,,192.0,100.0,,1 win & 9 nominations total,"Claude Barras, Nancy Huston, Morgan Navarro",N/A,"Switzerland, France, Belgium"
664,6.6,246056.0,67.0,68.0,Nominated for 2 Oscars. 11 wins & 17 nominations total,"Michael Crichton, Anne-Marie Martin",PG-13,United States
334541,7.8,338896.0,96.0,96.0,Won 2 Oscars. 128 wins & 268 nominations total,Kenneth Lonergan,R,United States
51739,7.6,113115.0,94.0,80.0,12 wins & 6 nominations total,"Mary Norton, Hayao Miyazaki, Keiko Niwa",G,Japan
136797,6.4,183901.0,23.0,39.0,1 win & 6 nominations total,"George Gatins, John Gatins",PG-13,"United States, India"
100402,7.7,947414.0,90.0,70.0,Nominated for 1 Oscar. 5 wins & 52 nominations total,"Christopher Markus, Stephen McFeely, Joe Simon",PG-13,United States
35610,4.5,2272.0,,,N/A,"Wallace C. Bennett, Don Jakoby, Kim Steven Ketelsen",PG-13,United States
11212,6.2,58132.0,24.0,,N/A,John Hughes,PG,United States
398174,6.7,11029.0,81.0,65.0,Nominated for 3 BAFTA 3 wins & 19 nominations total,"Peter Turner, Matt Greenhalgh",R,"United Kingdom, United States"
10663,6.2,186927.0,33.0,41.0,6 wins & 6 nominations total,"Tim Herlihy, Adam Sandler",PG-13,United States
8643,6.7,144914.0,20.0,46.0,4 wins & 9 nominations total,"Paul Harris Boardman, Scott Derrickson",PG-13,United States
13387,6.1,183051.0,40.0,51.0,2 nominations total,"Luc Besson, Robert Mark Kamen",PG-13,"France, United States, United Kingdom, Ukraine"
11001,6.4,92561.0,35.0,46.0,N/A,"Michael Berry, John Blumenthal, Stephen Carpenter",PG-13,"United States, Germany"
423204,6.4,119080.0,38.0,45.0,1 nomination total,"Robert Mark Kamen, Matt Cook, Ric Roman Waugh",R,"United States, United Kingdom, Portugal, Canada, Bulgaria"
10196,4.0,178394.0,5.0,20.0,8 wins & 12 nominations total,M. Night Shyamalan,PG,"United States, Vietnam, United Kingdom, Canada, Denmark"
12162,7.5,487234.0,96.0,95.0,Won 6 Oscars. 125 wins & 130 nominations total,Mark Boal,R,"United States, Luxembourg, Canada"
10047,6.4,71692.0,31.0,54.0,5 wins & 13 nominations total,"Andrew Birkin, Luc Besson",R,"Czech Republic, France, United States"
517093,6.6,10879.0,,,1 win & 1 nomination total,"Andrey Anaykin, Ivan Naumov, Natalya Nazarova",N/A,"Russia, Serbia"
9946,5.8,120450.0,11.0,34.0,1 win & 7 nominations total,Andrew W. Marlowe,R,United States
9757,4.2,82924.0,9.0,27.0,Nominated for 1 Oscar. 8 wins & 9 nominations total,"Eddie Murphy, Charlie Murphy, Jay Scherick",PG-13,United States
646380,7.2,645876.0,,49.0,Nominated for 4 Oscars. 24 wins & 99 nominations total,"Adam McKay, David Sirota",R,"United States, Canada"
425909,7.0,235169.0,63.0,45.0,Nominated for 1 BAFTA Award1 win & 21 nominations total,"Gil Kenan, Jason Reitman, Ivan Reitman",PG-13,"United States, Canada"
36648,5.8,197636.0,24.0,38.0,1 nomination total,"David S. Goyer, Marv Wolfman, Gene Colan",R,United States
338762,5.7,89177.0,32.0,44.0,1 win & 7 nominations total,"Jeff Wadlow, Eric Heisserer, Kevin VanHook",PG-13,"United States, Canada, South Africa, China"
676685,5.5,367.0,,,N/A,"Richard Claus, Karsten Kiilerich, Rob Sprackling",Not Rated,"Denmark, Netherlands, France, Germany, Estonia"
16320,7.8,312098.0,82.0,74.0,9 wins & 10 nominations total,Joss Whedon,PG-13,United States
2114,6.4,85348.0,44.0,49.0,3 wins & 11 nominations total,"Hironobu Sakaguchi, Al Reinert, Jeff Vintar",PG-13,"Japan, United States"
686,7.5,305697.0,69.0,62.0,Nominated for 1 Oscar. 14 wins & 32 nominations total,"James V. Hart, Michael Goldenberg, Carl Sagan",PG,United States
8649,6.9,78459.0,74.0,72.0,2 wins & 5 nominations total,"Joe Connelly, Paul Schrader",R,United States
49040,6.6,323818.0,56.0,61.0,1 win & 12 nominations total,"Tony Gilroy, Dan Gilroy, Robert Ludlum",PG-13,"United States, Japan, South Korea, Canada, United Arab Emirates, Philippines"
8277,5.3,62248.0,,,N/A,"Erik Lindsay, Adam Herz (characters)",R,"Canada, USA"
76493,6.5,354828.0,56.0,58.0,1 win & 1 nomination total,"Sacha Baron Cohen, Alec Berg, David Mandel",R,United States
50647,5.6,82297.0,58.0,53.0,1 win total,"David Wain, Ken Marino",R,United States
969492,6.6,54829.0,67.0,57.0,1 nomination total,"David Frigerio, William Eubank",R,"United States, Australia"
193756,7.5,317510.0,75.0,60.0,Nominated for 2 Oscars. 6 wins & 16 nominations total,"Peter Berg, Marcus Luttrell, Patrick Robinson",R,"United Kingdom, United States"
602,7.0,634273.0,68.0,59.0,Won 1 Oscar. 35 wins & 35 nominations total,"Dean Devlin, Roland Emmerich",PG-13,United States
12096,5.7,96320.0,21.0,38.0,1 win & 8 nominations total,"Len Blum, Steve Martin, Michael Saltzman",PG,"Czech Republic, United States"
2119,6.1,101796.0,37.0,60.0,Nominated for 1 Oscar. 1 win & 2 nominations total,"Robert Towne, Tom Cruise",PG-13,United States
64682,7.2,627051.0,48.0,55.0,Won 2 Oscars. 51 wins & 86 nominations total,"Baz Luhrmann, Craig Pearce, F. Scott Fitzgerald",PG-13,"Australia, United States"
274854,5.9,114251.0,18.0,34.0,1 nomination total,"Cory Goodman, Matt Sazama, Burk Sharpless",PG-13,"United States, China, Canada"
547,6.7,44369.0,73.0,65.0,Nominated for 1 Oscar. 4 wins & 19 nominations total,"Nick Evans, Eric Roth, Richard LaGravenese",PG-13,United States
46829,7.3,26784.0,77.0,67.0,Nominated for 1 Oscar. 18 wins & 19 nominations total,"Mordecai Richler, Michael Konyves",R,"Italy, Canada"
641,8.3,949161.0,80.0,71.0,Nominated for 1 Oscar. 37 wins & 69 nominations total,"Hubert Selby Jr., Darren Aronofsky",NC-17,United States
353486,7.0,485638.0,77.0,58.0,5 wins & 15 nominations total,"Chris McKenna, Erik Sommers, Scott Rosenberg",PG-13,"United States, Australia, Canada, Mexico, India, United Kingdom"
116745,7.3,360787.0,52.0,54.0,5 wins & 18 nominations total,"Steve Conrad, James Thurber",PG,"United States, United Kingdom"
536437,5.5,43708.0,32.0,53.0,N/A,"Robert Rodriguez, Max Borenstein",R,"United States, United Kingdom, Canada"
449443,7.0,148332.0,42.0,49.0,1 nomination total,"Christian Gudegast, Paul T. Scheuring",R,United States
498248,6.5,6793.0,88.0,52.0,N/A,"Prune de Maistre, William Davies, Gilles de Maistre",PG,"France, Germany, South Africa, Switzerland, Monaco, United States"
59440,8.1,519204.0,84.0,71.0,Nominated for 1 Oscar. 6 wins & 22 nominations total,"Gavin O'Connor, Anthony Tambakis, Cliff Dorfman",PG-13,United States
675445,6.1,9229.0,82.0,50.0,3 wins & 4 nominations total,"Billy Frolick, Cal Brunker, Bob Barlen",G,"Canada, United States"
423,8.5,979960.0,95.0,85.0,Won 3 Oscars. 57 wins & 74 nominations total,"Ronald Harwood, Wladyslaw Szpilman",R,"France, Poland, Germany, United Kingdom, United States"
9381,5.5,100038.0,7.0,26.0,1 nomination total,"Maurice G. Dantec, Mathieu Kassovitz, Éric Besnard",PG-13,"United Kingdom, France, United States, Czech Republic"
44214,8.0,868691.0,85.0,79.0,Won 1 Oscar. 98 wins & 279 nominations total,"Mark Heyman, Andres Heinz, John J. McLaughlin",R,United States
49010,6.1,49910.0,65.0,55.0,1 win & 4 nominations total,John Davies,Not Rated,Canada
375262,7.5,249847.0,93.0,91.0,Won 1 Oscar. 187 wins & 352 nominations total,"Deborah Davis, Tony McNamara",R,"Ireland, United Kingdom, United States"
11520,7.0,56163.0,66.0,53.0,1 win & 1 nomination total,Mark Steven Johnson,PG-13,United States
343668,6.7,391518.0,51.0,44.0,2 wins & 14 nominations total,"Jane Goldman, Matthew Vaughn, Mark Millar",R,"United Kingdom, United States, Italy"
820525,4.7,10477.0,,,1 win & 1 nomination total,"Castille Landon, Anna Todd",R,United States
46738,8.3,234966.0,91.0,80.0,Nominated for 1 Oscar. 41 wins & 20 nominations total,"Wajdi Mouawad, Denis Villeneuve, Valérie Beaugrand-Champagne",R,"Canada, France"
9407,6.3,19339.0,27.0,,4 wins total,Robert King,R,United States
49849,6.0,238192.0,44.0,50.0,1 win & 17 nominations total,"Roberto Orci, Alex Kurtzman, Damon Lindelof",PG-13,"India, United States"
661374,,,91.0,,N/A,N/A,N/A,N/A
201088,5.5,66329.0,33.0,52.0,1 win & 5 nominations total,Morgan Davis Foehl,R,United States
124905,6.4,457620.0,76.0,62.0,7 wins & 31 nominations total,"Dave Callaham, Max Borenstein",PG-13,"United States, Japan"
43593,5.5,100426.0,75.0,53.0,2 wins & 12 nominations total,"Pete Goldfinger, Josh Stolberg",R,"France, Japan, United States"
10377,7.6,149828.0,85.0,68.0,Won 1 Oscar. 5 wins & 6 nominations total,Dale Launer,R,United States
527641,7.2,92618.0,52.0,53.0,3 wins & 8 nominations total,"Mikki Daughtry, Tobias Iaconis",PG-13,United States
1572,7.6,422320.0,60.0,58.0,2 wins & 3 nominations total,"Jonathan Hensleigh, Roderick Thorp",R,United States
10189,6.9,367336.0,,64.0,2 wins & 15 nominations total,"Seth Rogen, Evan Goldberg, Judd Apatow",R,United States
21208,7.0,271585.0,59.0,42.0,1 win & 7 nominations total,"David Leslie Johnson-McGoldrick, Alex Mace",R,"Canada, United States, Germany, France"
1710,6.6,79811.0,76.0,54.0,2 wins & 1 nomination total,"Ann Biderman, David Madsen",R,United States
316029,7.5,333888.0,56.0,48.0,Nominated for 1 Oscar. 17 wins & 32 nominations total,"Jenny Bicks, Bill Condon",PG,"United States, China"
1581,7.0,351354.0,51.0,52.0,2 wins & 12 nominations total,Nancy Meyers,PG-13,United States
97370,,,,,1 nomination total,Yana Ivantcheva,N/A,United Kingdom
297761,5.9,743383.0,26.0,40.0,Won 1 Oscar. 18 wins & 41 nominations total,"David Ayer, John Ostrander",PG-13,United States
59108,6.2,155364.0,67.0,59.0,3 nominations total,"Adam Cooper, Bill Collage, Ted Griffin",PG-13,"Japan, United States"
9291,6.4,205685.0,31.0,48.0,3 wins & 17 nominations total,"Albert S. Ruddy, Tracy Keenan Wynn, Sheldon Turner",PG-13,United States
807172,4.8,47888.0,22.0,39.0,1 win & 22 nominations total,"Peter Sattler, David Gordon Green, Scott Teems",R,United States
188927,7.0,266131.0,86.0,68.0,Nominated for 1 Oscar. 3 wins & 29 nominations total,"Simon Pegg, Doug Jung, Gene Roddenberry",PG-13,"United States, China"
1970,5.9,155227.0,41.0,49.0,2 wins & 10 nominations total,"Stephen Susco, Takashi Shimizu",PG-13,"United States, Japan"
503736,5.8,196663.0,68.0,57.0,1 win & 4 nominations total,"Zack Snyder, Shay Hatten, Joby Harold",R,United States
30943,6.3,21405.0,42.0,45.0,3 wins & 2 nominations,"Jacquelyn Mitchard, Stephen Schiff",PG-13,United States
72213,6.9,22082.0,43.0,42.0,2 wins & 2 nominations total,"Alex Kendrick, Stephen Kendrick",PG-13,United States
376660,7.3,147297.0,94.0,77.0,8 wins & 29 nominations total,Kelly Fremon Craig,R,"United States, China"
353491,5.6,152284.0,16.0,34.0,4 nominations total,"Akiva Goldsman, Jeff Pinkner, Anders Thomas Jensen",PG-13,United States
4944,7.0,368434.0,78.0,63.0,Nominated for 3 BAFTA 8 wins & 32 nominations total,"Joel Coen, Ethan Coen",R,"United Kingdom, France, United States"
1883,7.7,107958.0,89.0,73.0,Nominated for 2 Oscars. 19 wins & 24 nominations total,"Arnold Perl, Spike Lee, Alex Haley",PG-13,"United States, Japan"
8814,5.2,122288.0,18.0,34.0,3 nominations total,"Dave Callaham, Wesley Strick",R,"United Kingdom, Czech Republic, Germany, United States"
6114,7.2,268.0,,,1 nomination total,Kincaid Jones,N/A,United States
205587,7.4,211552.0,49.0,48.0,Nominated for 1 Oscar. 3 wins & 9 nominations total,"Nick Schenk, Bill Dubuque, David Dobkin",R,United States
853,7.5,288286.0,53.0,53.0,7 nominations total,"Jean-Jacques Annaud, Alain Godard",R,"France, Germany, United Kingdom, Ireland, United States"
76649,5.5,120263.0,27.0,41.0,9 wins & 4 nominations total,"Janet Scott Batchler, Lee Batchler, Michael Robert Johnson",PG-13,"Canada, Germany, United States, United Kingdom"
1214509,5.6,27987.0,78.0,68.0,1 win & 7 nominations total,Chris Nash,Not Rated,Canada
13944,5.8,40432.0,19.0,40.0,N/A,Ronnie Christensen,PG-13,"United States, Canada"
249070,5.7,99911.0,8.0,28.0,2 nominations total,"Skip Woods, Michael Finch",R,"United States, United Kingdom, Germany, Canada, Singapore"
796,6.8,215176.0,54.0,56.0,8 wins & 14 nominations total,"Choderlos de Laclos, Roger Kumble",R,United States
332794,6.6,6388.0,63.0,,1 win & 2 nominations total,"Jérôme Salle, Laurent Turner, Jean-Michel Cousteau",PG,"France, Belgium"
738652,6.2,43096.0,83.0,61.0,1 nomination total,"Kurt McLeod, Joe Carnahan, Mark Williams",R,United States
8922,6.2,151695.0,46.0,49.0,5 wins & 7 nominations total,Victor Salva,R,"Germany, United States"
1089,7.3,217483.0,70.0,60.0,1 win & 2 nominations total,"Rick King, W. Peter Iliff",R,"United States, Japan"
10830,7.0,188260.0,92.0,72.0,3 wins & 7 nominations total,"Roald Dahl, Nicholas Kazan, Robin Swicord",PG,United States
37799,7.8,799416.0,96.0,95.0,Won 3 Oscars. 174 wins & 188 nominations total,"Aaron Sorkin, Ben Mezrich",PG-13,United States
6957,7.1,490095.0,85.0,73.0,10 wins & 19 nominations total,"Judd Apatow, Steve Carell",R,United States
1894,6.6,800945.0,62.0,54.0,Nominated for 1 Oscar. 21 wins & 71 nominations total,"George Lucas, Jonathan Hales",PG,"United States, United Kingdom"
1018,7.9,411773.0,84.0,87.0,Nominated for 1 Oscar. 50 wins & 61 nominations total,David Lynch,R,"France, United States"
77950,6.4,119592.0,68.0,58.0,Nominated for 1 BAFTA Award1 win & 13 nominations total,"David Soren, Darren Lemke, Robert Siegel",PG,"United States, India"
84892,7.9,577295.0,85.0,67.0,20 wins & 51 nominations total,Stephen Chbosky,PG-13,United States
466081,6.6,45073.0,63.0,61.0,1 nomination total,"Matt Cook, Rowan Joffe, Andrea Di Stefano",R,"United Kingdom, Canada, United States"
13510,6.7,103833.0,78.0,65.0,9 wins & 8 nominations total,James Watkins,R,United Kingdom
36586,6.7,246544.0,57.0,52.0,6 wins & 10 nominations total,"Marv Wolfman, Gene Colan, David S. Goyer",R,"United States, Germany"
116711,6.6,112986.0,65.0,52.0,2 wins & 21 nominations total,"James V. Hart, William Joyce, Daniel Shere",PG,"United States, United Kingdom"
